source,destination,mode,cost,duration_hours,distance_km
Pimpri-Chinchwad,Ramagundam,flight,2710,0.83,606.6
Pimpri-Chinchwad,Baripada,flight,5279,2.02,1398.6
Pimpri-Chinchwad,Tezpur,flight,7568,3.57,2140.2
Pimpri-Chinchwad,Korba,flight,4335,2.2,1019.9
Pimpri-Chinchwad,Nagapattinam,flight,4085,1.57,1088.6
Pimpri-Chinchwad,Mahbubnagar,train,267,5.8,490.5
Pimpri-Chinchwad,Buxar,flight,5079,2.15,1316.8
Pimpri-Chinchwad,Sagar,train,448,8.61,772.8
Pimpri-Chinchwad,Sagar,flight,3310,1.04,772.8
Pimpri-Chinchwad,Chittoor,flight,3022,1.32,826.5
Pimpri-Chinchwad,Arrah,flight,5181,1.7,1358.3
Pimpri-Chinchwad,Bharuch,train,246,4.13,351.6
Pimpri-Chinchwad,Balasore,flight,4862,2.21,1407.5
Pimpri-Chinchwad,Jalgaon,train,208,4.73,322.4
Pimpri-Chinchwad,Palakkad,train,461,11.69,924.5
Pimpri-Chinchwad,Unnao,flight,4351,1.57,1114.8
Pimpri-Chinchwad,Bilaspur,flight,3771,2.05,950.0
Patna,Mumbai,flight,4713,2.64,1453.2
Patna,Delhi,flight,3787,1.18,866.7
Patna,Bengaluru,flight,5450,3.36,1610.3
Patna,Kolkata,train,287,6.9,469.2
Patna,Chennai,flight,5853,2.09,1481.5
Patna,Hyderabad,flight,4776,1.66,1142.6
Patna,Pune,flight,5634,2.4,1402.5
Patna,Ahmedabad,flight,4901,1.89,1304.5
Patna,Jaipur,train,537,12.63,943.7
Patna,Jaipur,flight,3278,2.06,943.7
Patna,Surat,flight,4460,2.29,1348.1
Patna,Lucknow,train,274,5.59,440.7
Patna,Kanpur,train,320,6.7,489.5
Patna,Nagpur,train,464,12.2,790.9
Patna,Indore,train,579,13.57,994.0
Patna,Indore,flight,3446,1.28,994.0
Patna,Thane,flight,5337,2.28,1435.9
Patna,Bhopal,flight,3549,1.38,823.9
Patna,Visakhapatnam,flight,3329,1.24,901.3
Patna,Pimpri-Chinchwad,flight,5090,3.05,1400.3
Patna,Vadodara,flight,4230,2.38,1268.2
Patna,Ghaziabad,flight,3119,1.65,833.5
Patna,Ludhiana,train,607,20.19,1083.1
Patna,Agra,train,414,8.99,731.5
Patna,Nashik,flight,4749,1.94,1318.4
Patna,Faridabad,flight,3601,1.21,835.3
Patna,Meerut,train,476,10.51,825.2
Patna,Rajkot,flight,5221,2.51,1501.1
Patna,Kalyan,flight,5239,2.16,1421.2
Patna,Vasai-Virar,flight,4847,3.05,1438.3
Patna,Varanasi,train,163,2.69,219.4
Patna,Srinagar,flight,4930,2.68,1371.7
Patna,Dhanbad,train,180,3.39,238.8
Patna,Dhanbad,flight,1606,0.49,238.8
Patna,Jodhpur,flight,4686,2.4,1213.2
Patna,Amritsar,flight,5022,1.71,1205.3
Patna,Nanded,train,587,14.17,1076.0
Patna,Gwalior,train,395,12.08,699.0
Patna,Kolhapur,flight,4864,1.92,1499.7
Patna,Bhubaneswar,train,330,7.15,593.3
Patna,Solapur,flight,4711,1.76,1298.6
Patna,Mangalore,flight,6240,2.39,1773.7
Patna,Tiruchirappalli,flight,6046,3.58,1779.9
Patna,BiharSharif,train,81,1.14,58.2
Patna,Aligarh,train,433,14.08,745.2
Patna,Tirunelveli,flight,6553,2.68,2032.8
Patna,Bhiwandi,flight,5781,1.79,1424.8
Patna,Saharanpur,flight,3866,1.26,890.6
Patna,Gorakhpur,train,150,2.74,218.7
Patna,Jalandhar,flight,3899,2.21,1130.5
Patna,Jamshedpur,train,214,4.57,328.5
Patna,Salem,flight,5721,2.26,1714.1
Patna,Warangal,train,549,11.46,1022.6
Patna,Warangal,flight,4330,1.51,1022.6
Patna,Mira-Bhayandar,flight,4626,2.27,1443.4
Patna,Thiruvananthapuram,flight,7829,2.94,2087.0
Patna,Bhilai,train,341,10.58,618.7
Patna,Bhilai,flight,2650,1.05,618.7
Patna,Ujjain,train,549,12.24,984.2
Patna,Ujjain,flight,3617,1.37,984.2
Patna,Durgapur,train,209,6.27,318.6
Patna,Durgapur,flight,1738,0.55,318.6
Patna,Asansol,train,177,5.16,280.9
Patna,Rourkela,train,247,4.42,371.8
Patna,Nellore,flight,5010,3.0,1351.3
Patna,Dehradun,train,453,14.9,873.0
Patna,Dehradun,flight,3848,1.15,873.0
Patna,Davanagere,flight,5602,2.82,1566.6
Patna,Kozhikode,flight,6939,2.47,1873.0
Patna,Akola,flight,3900,1.49,993.2
Patna,Kurnool,flight,5334,1.68,1312.5
Patna,Nizamabad,flight,3617,1.35,1057.2
Patna,Guntur,flight,4321,2.51,1141.9
Patna,Amravati,flight,3795,1.31,913.6
Patna,Kakinada,flight,3810,1.86,1002.5
Patna,Tirupati,train,758,28.56,1458.5
Patna,Tirupati,flight,5871,2.12,1458.5
Patna,Puri,train,400,11.12,646.7
Patna,Shimoga,flight,5613,2.29,1637.1
Patna,Ongole,flight,4685,2.58,1240.1
Patna,Bathinda,train,673,15.78,1124.8
Patna,Darbhanga,train,103,1.17,97.9
Patna,Satara,flight,5122,2.12,1448.3
Patna,Proddatur,train,771,15.46,1387.3
Patna,Proddatur,flight,4971,2.36,1387.3
Patna,Kollam,flight,7460,4.26,2064.1
Patna,Ambala,flight,3604,1.58,977.8
Patna,Siliguri,train,245,6.74,351.0
Patna,Siliguri,flight,1880,0.63,351.0
Patna,Rohtak,flight,4068,1.32,919.5
Patna,Etawah,train,373,11.78,625.0
Patna,Orai,train,355,7.88,570.1
Patna,Haldwani,train,431,7.98,686.0
Patna,Muzaffarpur,train,77,1.25,63.8
Patna,Ramagundam,train,494,11.56,951.0
Patna,Ramagundam,flight,3882,1.2,951.0
Patna,Baripada,train,267,5.1,440.2
Patna,Tezpur,train,477,11.54,773.1
Patna,Korba,train,285,7.55,434.0
Patna,Korba,flight,2406,0.85,434.0
Patna,Nagapattinam,flight,5821,3.66,1739.8
Patna,Mahbubnagar,flight,4805,2.46,1231.8
Patna,Buxar,train,89,1.43,97.0
Patna,Sagar,train,351,12.49,675.2
Patna,Chittoor,flight,5662,2.83,1514.2
Patna,Arrah,train,76,0.72,47.3
Patna,Bharuch,flight,4776,2.03,1307.5
Patna,Balasore,train,314,5.9,491.6
Patna,Jalgaon,flight,3884,1.54,1102.3
Patna,Palakkad,flight,7335,2.83,1872.9
Patna,Unnao,train,267,5.57,476.5
Patna,Bilaspur,train,305,5.72,495.7
Vadodara,Mumbai,train,219,5.26,360.7
Vadodara,Delhi,train,484,16.6,812.7
Vadodara,Delhi,flight,3040,1.71,812.7
Vadodara,Bengaluru,train,645,23.56,1138.3
Vadodara,Kolkata,flight,5821,2.73,1560.0
Vadodara,Chennai,flight,4283,1.79,1270.6
Vadodara,Hyderabad,train,451,10.82,779.2
Vadodara,Pune,train,259,6.15,426.9
Vadodara,Ahmedabad,train,107,1.18,101.2
Vadodara,Jaipur,train,309,6.6,575.8
Vadodara,Jaipur,flight,2893,0.94,575.8
Vadodara,Surat,train,116,1.84,131.5
Vadodara,Lucknow,train,492,11.45,933.1
Vadodara,Lucknow,flight,3359,1.98,933.1
Vadodara,Kanpur,train,503,11.84,858.0
Vadodara,Kanpur,flight,3067,1.47,858.0
Vadodara,Nagpur,train,335,8.85,623.6
Vadodara,Indore,train,190,3.52,278.7
Vadodara,Thane,train,226,6.92,344.1
Vadodara,Thane,flight,2083,0.54,344.1
Vadodara,Bhopal,train,252,5.3,446.5
Vadodara,Visakhapatnam,train,694,19.17,1167.4
Vadodara,Visakhapatnam,flight,4359,2.51,1167.4
Vadodara,Pimpri-Chinchwad,flight,2031,0.55,414.0
Vadodara,Patna,flight,4543,2.35,1268.2
Vadodara,Ghaziabad,train,448,10.24,827.1
Vadodara,Ghaziabad,flight,3374,1.48,827.1
Vadodara,Ludhiana,flight,4194,1.38,991.8
Vadodara,Agra,train,397,11.31,728.4
Vadodara,Nashik,train,164,5.1,264.5
Vadodara,Faridabad,train,482,12.4,795.5
Vadodara,Meerut,flight,3600,1.48,869.8
Vadodara,Rajkot,train,179,4.76,244.7
Vadodara,Kalyan,train,231,6.65,341.2
Vadodara,Vasai-Virar,train,224,4.28,326.2
Vadodara,Varanasi,train,576,16.37,1050.6
Vadodara,Varanasi,flight,4396,1.93,1050.6
Vadodara,Srinagar,flight,5455,2.4,1319.0
Vadodara,Dhanbad,train,789,18.77,1365.2
Vadodara,Dhanbad,flight,5150,2.44,1365.2
Vadodara,Jodhpur,train,277,4.92,437.5
Vadodara,Amritsar,train,524,15.45,1050.5
Vadodara,Nanded,train,354,11.8,555.2
Vadodara,Gwalior,train,365,10.45,667.8
Vadodara,Gwalior,flight,2775,1.01,667.8
Vadodara,Kolhapur,train,396,7.3,632.9
Vadodara,Bhubaneswar,flight,4397,1.92,1328.3
Vadodara,Solapur,train,335,7.56,590.0
Vadodara,Solapur,flight,2532,0.74,590.0
Vadodara,Mangalore,flight,3857,1.94,1059.4
Vadodara,Tiruchirappalli,flight,5117,2.47,1408.9
Vadodara,BiharSharif,flight,4978,2.24,1295.6
Vadodara,Aligarh,train,404,15.25,793.8
Vadodara,Aligarh,flight,3291,1.33,793.8
Vadodara,Tirunelveli,flight,5937,2.05,1588.6
Vadodara,Bhiwandi,train,214,4.16,336.6
Vadodara,Saharanpur,flight,3874,1.5,956.2
Vadodara,Gorakhpur,train,617,19.97,1143.1
Vadodara,Jalandhar,train,620,12.73,1030.5
Vadodara,Jalandhar,flight,3738,1.94,1030.5
Vadodara,Jamshedpur,flight,4429,2.25,1337.9
Vadodara,Salem,flight,4297,1.79,1295.5
Vadodara,Warangal,flight,3450,1.04,825.0
Vadodara,Mira-Bhayandar,train,227,4.21,338.4
Vadodara,Thiruvananthapuram,flight,5073,2.37,1584.3
Vadodara,Bhilai,flight,3252,1.1,860.8
Vadodara,Ujjain,train,180,4.66,284.1
Vadodara,Durgapur,flight,4794,1.9,1453.0
Vadodara,Asansol,flight,5309,1.82,1417.7
Vadodara,Rourkela,flight,4679,2.57,1200.7
Vadodara,Nellore,flight,4261,1.66,1131.1
Vadodara,Dehradun,train,516,14.32,1013.0
Vadodara,Dehradun,flight,3881,1.8,1013.0
Vadodara,Davanagere,flight,4027,1.44,918.6
Vadodara,Kozhikode,flight,4745,2.21,1259.2
Vadodara,Akola,train,268,5.81,434.1
Vadodara,Kurnool,flight,3187,1.26,882.7
Vadodara,Nizamabad,train,360,8.4,652.0
Vadodara,Guntur,flight,3601,2.11,1012.0
Vadodara,Amravati,train,277,6.5,498.1
Vadodara,Kakinada,flight,3846,1.69,1118.0
Vadodara,Tirupati,train,606,14.57,1168.5
Vadodara,Tirupati,flight,4191,2.45,1168.5
Vadodara,Puri,flight,4841,2.55,1341.1
Vadodara,Shimoga,flight,4057,2.05,965.0
Vadodara,Ongole,train,553,17.35,1045.5
Vadodara,Bathinda,flight,3301,1.68,896.3
Vadodara,Darbhanga,flight,5547,2.27,1357.2
Vadodara,Satara,train,337,8.15,521.5
Vadodara,Proddatur,train,529,15.03,1012.9
Vadodara,Proddatur,flight,4111,1.65,1012.9
Vadodara,Kollam,flight,5514,2.49,1536.0
Vadodara,Ambala,flight,3711,1.38,966.1
Vadodara,Siliguri,flight,6466,3.06,1617.1
Vadodara,Rohtak,train,430,16.55,809.0
Vadodara,Etawah,train,421,11.43,771.9
Vadodara,Orai,train,450,15.65,757.2
Vadodara,Orai,flight,3232,0.97,757.2
Vadodara,Haldwani,flight,4225,1.77,995.9
Vadodara,Muzaffarpur,flight,5428,2.08,1308.0
Vadodara,Ramagundam,train,475,11.69,771.2
Vadodara,Baripada,flight,5025,2.5,1397.7
Vadodara,Tezpur,flight,6953,3.37,2040.2
Vadodara,Korba,train,590,19.23,984.1
Vadodara,Nagapattinam,flight,4852,2.97,1465.3
Vadodara,Mahbubnagar,train,418,14.75,797.5
Vadodara,Mahbubnagar,flight,3306,1.34,797.5
Vadodara,Buxar,flight,4267,1.9,1173.7
Vadodara,Sagar,flight,2603,0.78,593.3
Vadodara,Chittoor,flight,4609,2.61,1188.9
Vadodara,Arrah,flight,4778,1.97,1221.7
Vadodara,Bharuch,train,81,0.99,69.1
Vadodara,Balasore,flight,5287,2.02,1421.1
Vadodara,Jalgaon,train,177,4.53,285.4
Vadodara,Palakkad,flight,5297,2.78,1333.2
Vadodara,Unnao,train,514,14.16,876.0
Vadodara,Bilaspur,flight,3493,1.27,922.5
Ghaziabad,Mumbai,train,620,17.89,1163.4
Ghaziabad,Delhi,train,68,0.47,34.5
Ghaziabad,Bengaluru,flight,6436,2.63,1745.6
Ghaziabad,Kolkata,flight,5003,2.44,1285.9
Ghaziabad,Chennai,flight,6888,3.14,1757.5
Ghaziabad,Hyderabad,flight,4742,1.62,1259.2
Ghaziabad,Pune,flight,4105,1.78,1186.3
Ghaziabad,Ahmedabad,train,439,12.46,795.4
Ghaziabad,Jaipur,train,175,4.15,255.0
Ghaziabad,Jaipur,flight,1696,0.37,255.0
Ghaziabad,Surat,flight,3318,1.27,955.0
Ghaziabad,Lucknow,train,266,4.93,398.9
Ghaziabad,Kanpur,train,243,4.28,376.0
Ghaziabad,Kanpur,flight,2134,0.48,376.0
Ghaziabad,Nagpur,flight,3641,1.39,852.6
Ghaziabad,Indore,train,400,10.26,680.6
Ghaziabad,Thane,flight,4694,1.79,1144.8
Ghaziabad,Bhopal,train,319,9.04,601.5
Ghaziabad,Bhopal,flight,2566,1.1,601.5
Ghaziabad,Visakhapatnam,flight,5304,2.24,1355.3
Ghaziabad,Pimpri-Chinchwad,train,591,22.94,1176.5
Ghaziabad,Pimpri-Chinchwad,flight,4253,1.8,1176.5
Ghaziabad,Patna,train,485,13.5,833.5
Ghaziabad,Patna,flight,3091,1.08,833.5
Ghaziabad,Vadodara,flight,3725,1.04,827.1
Ghaziabad,Ludhiana,train,211,3.48,292.1
Ghaziabad,Agra,train,144,2.15,174.7
Ghaziabad,Nashik,flight,4262,2.28,1033.0
Ghaziabad,Faridabad,train,69,0.43,31.8
Ghaziabad,Meerut,train,68,0.67,42.8
Ghaziabad,Rajkot,flight,3415,1.32,972.6
Ghaziabad,Kalyan,train,675,18.44,1136.6
Ghaziabad,Kalyan,flight,3918,1.44,1136.6
Ghaziabad,Vasai-Virar,flight,4745,1.84,1132.8
Ghaziabad,Varanasi,train,391,12.72,661.7
Ghaziabad,Srinagar,train,385,10.35,652.7
Ghaziabad,Srinagar,flight,2664,0.98,652.7
Ghaziabad,Dhanbad,flight,3898,1.61,1046.0
Ghaziabad,Jodhpur,flight,2589,0.98,513.8
Ghaziabad,Amritsar,train,238,8.34,412.6
Ghaziabad,Nanded,flight,3649,1.75,1058.2
Ghaziabad,Gwalior,train,179,4.28,281.9
Ghaziabad,Kolhapur,flight,4735,2.99,1370.4
Ghaziabad,Bhubaneswar,flight,5196,2.53,1257.8
Ghaziabad,Solapur,flight,4580,1.69,1234.3
Ghaziabad,Mangalore,flight,5684,3.49,1772.4
Ghaziabad,Tiruchirappalli,flight,6428,2.81,1992.3
Ghaziabad,BiharSharif,flight,3344,1.53,887.4
Ghaziabad,Aligarh,train,113,1.23,105.9
Ghaziabad,Tirunelveli,flight,8450,3.25,2219.2
Ghaziabad,Bhiwandi,train,668,17.58,1134.9
Ghaziabad,Saharanpur,train,132,1.68,144.3
Ghaziabad,Gorakhpur,train,384,10.53,620.0
Ghaziabad,Jalandhar,train,229,5.02,346.3
Ghaziabad,Jalandhar,flight,2065,0.72,346.3
Ghaziabad,Jamshedpur,flight,4081,1.88,1091.7
Ghaziabad,Salem,flight,6379,2.49,1892.2
Ghaziabad,Warangal,flight,4467,1.52,1209.6
Ghaziabad,Mira-Bhayandar,flight,3908,1.47,1143.6
Ghaziabad,Thiruvananthapuram,flight,7837,2.95,2240.7
Ghaziabad,Bhilai,flight,3562,1.29,922.9
Ghaziabad,Ujjain,train,390,11.56,632.8
Ghaziabad,Ujjain,flight,2842,1.1,632.8
Ghaziabad,Durgapur,train,639,13.62,1138.1
Ghaziabad,Durgapur,flight,4180,1.72,1138.1
Ghaziabad,Asansol,train,585,16.98,1097.8
Ghaziabad,Asansol,flight,4612,1.68,1097.8
Ghaziabad,Rourkela,flight,4152,1.64,1028.9
Ghaziabad,Nellore,flight,5168,2.14,1603.3
Ghaziabad,Dehradun,train,150,3.26,191.5
Ghaziabad,Dehradun,flight,1523,0.36,191.5
Ghaziabad,Davanagere,flight,5662,2.72,1587.3
Ghaziabad,Kozhikode,flight,7007,2.96,1943.7
Ghaziabad,Akola,train,497,12.89,887.2
Ghaziabad,Akola,flight,3472,1.53,887.2
Ghaziabad,Kurnool,flight,5716,2.71,1429.1
Ghaziabad,Nizamabad,flight,3952,1.66,1113.5
Ghaziabad,Guntur,flight,5131,2.69,1408.2
Ghaziabad,Amravati,train,520,12.64,860.6
Ghaziabad,Amravati,flight,3637,1.34,860.6
Ghaziabad,Kakinada,flight,5380,2.86,1388.1
Ghaziabad,Tirupati,flight,5483,2.27,1684.7
Ghaziabad,Puri,train,657,16.69,1299.5
Ghaziabad,Puri,flight,5383,1.89,1299.5
Ghaziabad,Shimoga,flight,5462,3.28,1650.4
Ghaziabad,Ongole,flight,5425,2.07,1487.8
Ghaziabad,Bathinda,train,216,3.48,297.3
Ghaziabad,Darbhanga,train,454,9.78,878.3
Ghaziabad,Satara,flight,5055,1.65,1271.9
Ghaziabad,Proddatur,flight,5595,2.28,1551.9
Ghaziabad,Kollam,flight,8490,4.19,2200.7
Ghaziabad,Ambala,train,142,2.31,201.0
Ghaziabad,Ambala,flight,1457,0.29,201.0
Ghaziabad,Siliguri,train,594,20.96,1101.9
Ghaziabad,Rohtak,train,87,1.12,86.3
Ghaziabad,Etawah,train,197,5.56,259.8
Ghaziabad,Etawah,flight,1568,0.4,259.8
Ghaziabad,Orai,train,250,6.04,357.7
Ghaziabad,Haldwani,train,147,4.13,209.4
Ghaziabad,Muzaffarpur,train,458,13.3,832.9
Ghaziabad,Muzaffarpur,flight,3706,1.24,832.9
Ghaziabad,Ramagundam,flight,4127,1.41,1120.7
Ghaziabad,Baripada,flight,4254,1.98,1197.6
Ghaziabad,Tezpur,flight,5363,2.18,1526.1
Ghaziabad,Korba,train,501,13.04,880.2
Ghaziabad,Nagapattinam,flight,6149,3.74,2005.5
Ghaziabad,Mahbubnagar,flight,4896,2.13,1327.4
Ghaziabad,Buxar,flight,3478,1.14,748.9
Ghaziabad,Sagar,train,349,7.02,552.2
Ghaziabad,Chittoor,flight,6526,2.67,1726.6
Ghaziabad,Arrah,train,426,13.56,793.0
Ghaziabad,Bharuch,flight,3498,1.29,893.7
Ghaziabad,Balasore,flight,4142,2.66,1243.4
Ghaziabad,Jalgaon,flight,3108,1.41,873.0
Ghaziabad,Palakkad,flight,6279,3.36,1990.2
Ghaziabad,Unnao,train,263,5.21,381.2
Ghaziabad,Bilaspur,flight,3665,1.4,870.7
Ludhiana,Mumbai,flight,4500,1.71,1348.5
Ludhiana,Delhi,train,174,4.16,272.2
Ludhiana,Bengaluru,flight,6870,2.85,2001.6
Ludhiana,Kolkata,flight,5182,3.08,1547.3
Ludhiana,Chennai,flight,6909,3.23,2032.3
Ludhiana,Hyderabad,flight,5834,1.93,1526.2
Ludhiana,Pune,flight,5407,1.8,1391.3
Ludhiana,Ahmedabad,train,546,12.27,934.5
Ludhiana,Ahmedabad,flight,3330,1.6,934.5
Ludhiana,Jaipur,train,281,5.44,443.6
Ludhiana,Surat,flight,3922,2.22,1123.3
Ludhiana,Lucknow,train,410,8.23,669.7
Ludhiana,Kanpur,train,345,7.64,659.8
Ludhiana,Kanpur,flight,2838,1.03,659.8
Ludhiana,Nagpur,flight,3835,1.57,1131.6
Ludhiana,Indore,train,459,16.84,909.7
Ludhiana,Indore,flight,3274,1.97,909.7
Ludhiana,Thane,flight,4486,2.24,1330.9
Ludhiana,Bhopal,train,521,12.21,863.5
Ludhiana,Bhopal,flight,3283,1.25,863.5
Ludhiana,Visakhapatnam,flight,5257,2.92,1646.7
Ludhiana,Pimpri-Chinchwad,flight,5141,1.93,1380.1
Ludhiana,Patna,flight,4494,2.24,1083.1
Ludhiana,Vadodara,flight,4237,1.35,991.8
Ludhiana,Ghaziabad,train,211,5.37,292.1
Ludhiana,Ghaziabad,flight,1642,0.61,292.1
Ludhiana,Agra,train,288,9.25,463.9
Ludhiana,Nashik,flight,4135,1.86,1230.0
Ludhiana,Faridabad,train,214,3.46,311.0
Ludhiana,Faridabad,flight,1943,0.4,311.0
Ludhiana,Meerut,train,180,3.73,277.8
Ludhiana,Rajkot,flight,4373,1.98,1079.6
Ludhiana,Kalyan,flight,4460,2.02,1325.4
Ludhiana,Vasai-Virar,flight,4874,1.96,1315.2
Ludhiana,Varanasi,flight,3898,1.42,933.7
Ludhiana,Srinagar,train,228,7.51,367.6
Ludhiana,Dhanbad,flight,4340,2.41,1308.3
Ludhiana,Jodhpur,train,348,10.5,587.5
Ludhiana,Amritsar,train,118,2.19,124.1
Ludhiana,Nanded,flight,5129,2.11,1314.5
Ludhiana,Gwalior,train,327,6.41,568.0
Ludhiana,Kolhapur,flight,5732,2.02,1587.0
Ludhiana,Bhubaneswar,flight,5242,3.37,1544.1
Ludhiana,Solapur,flight,5807,2.82,1472.4
Ludhiana,Mangalore,flight,6939,3.32,2002.7
Ludhiana,Tiruchirappalli,flight,8289,2.91,2255.4
Ludhiana,BiharSharif,train,676,25.25,1139.7
Ludhiana,BiharSharif,flight,4052,1.64,1139.7
Ludhiana,Aligarh,train,234,6.34,397.8
Ludhiana,Aligarh,flight,1930,0.58,397.8
Ludhiana,Tirunelveli,flight,7712,4.14,2474.9
Ludhiana,Bhiwandi,flight,5423,2.1,1322.1
Ludhiana,Saharanpur,train,136,2.69,192.6
Ludhiana,Gorakhpur,train,488,12.87,864.5
Ludhiana,Jalandhar,train,81,1.2,54.3
Ludhiana,Jamshedpur,flight,4639,1.76,1363.9
Ludhiana,Salem,flight,6879,3.21,2151.9
Ludhiana,Warangal,flight,5498,2.16,1486.6
Ludhiana,Mira-Bhayandar,flight,5423,2.21,1327.0
Ludhiana,Thiruvananthapuram,flight,7475,3.77,2490.7
Ludhiana,Bhilai,flight,4720,2.03,1214.2
Ludhiana,Ujjain,flight,3046,1.81,858.6
Ludhiana,Durgapur,flight,5138,2.59,1397.3
Ludhiana,Asansol,flight,4921,2.56,1357.7
Ludhiana,Rourkela,flight,5048,1.82,1311.7
Ludhiana,Nellore,flight,6079,3.75,1878.0
Ludhiana,Dehradun,train,144,4.64,218.0
Ludhiana,Dehradun,flight,1509,0.47,218.0
Ludhiana,Davanagere,flight,6571,3.67,1827.7
Ludhiana,Kozhikode,flight,6883,4.67,2184.1
Ludhiana,Akola,flight,4224,2.35,1140.0
Ludhiana,Kurnool,flight,6249,2.97,1690.6
Ludhiana,Nizamabad,flight,5468,2.76,1378.3
Ludhiana,Guntur,flight,5280,2.39,1688.0
Ludhiana,Amravati,train,619,13.57,1124.5
Ludhiana,Amravati,flight,4380,1.55,1124.5
Ludhiana,Kakinada,flight,6278,2.87,1676.7
Ludhiana,Tirupati,flight,6956,2.72,1954.9
Ludhiana,Puri,flight,6023,2.4,1587.0
Ludhiana,Shimoga,flight,6844,2.93,1887.3
Ludhiana,Ongole,flight,5826,2.6,1764.2
Ludhiana,Bathinda,train,102,1.79,116.2
Ludhiana,Darbhanga,flight,4035,1.6,1112.6
Ludhiana,Satara,flight,5559,1.99,1482.1
Ludhiana,Proddatur,flight,6774,3.82,1816.8
Ludhiana,Kollam,flight,7737,3.6,2448.4
Ludhiana,Ambala,train,113,2.3,105.4
Ludhiana,Siliguri,flight,4612,2.42,1309.5
Ludhiana,Rohtak,train,184,2.84,234.4
Ludhiana,Rohtak,flight,1536,0.36,234.4
Ludhiana,Etawah,train,309,9.76,551.3
Ludhiana,Orai,train,388,8.84,649.6
Ludhiana,Orai,flight,2941,1.34,649.6
Ludhiana,Haldwani,train,264,5.98,398.4
Ludhiana,Muzaffarpur,flight,3713,2.15,1071.8
Ludhiana,Ramagundam,flight,5491,2.03,1398.7
Ludhiana,Baripada,flight,5192,2.16,1472.6
Ludhiana,Tezpur,flight,5711,2.31,1714.8
Ludhiana,Korba,train,642,14.71,1170.7
Ludhiana,Nagapattinam,flight,7888,3.64,2275.7
Ludhiana,Mahbubnagar,flight,5280,3.45,1589.1
Ludhiana,Buxar,train,523,14.7,1007.1
Ludhiana,Buxar,flight,3719,1.29,1007.1
Ludhiana,Sagar,train,440,11.98,835.1
Ludhiana,Chittoor,flight,7176,3.39,1994.2
Ludhiana,Arrah,train,577,12.26,1047.1
Ludhiana,Arrah,flight,3782,2.01,1047.1
Ludhiana,Bharuch,train,612,18.05,1060.9
Ludhiana,Balasore,flight,5860,2.37,1520.0
Ludhiana,Jalgaon,train,579,20.68,1100.5
Ludhiana,Jalgaon,flight,4067,1.63,1100.5
Ludhiana,Palakkad,flight,8051,4.53,2238.1
Ludhiana,Unnao,train,401,12.01,662.4
Ludhiana,Bilaspur,flight,4611,2.03,1162.6
Agra,Mumbai,train,597,17.64,1042.0
Agra,Mumbai,flight,4509,1.45,1042.0
Agra,Delhi,train,137,2.32,191.7
Agra,Bengaluru,flight,5226,3.02,1580.1
Agra,Kolkata,flight,4629,1.74,1162.7
Agra,Chennai,flight,5966,3.12,1584.8
Agra,Hyderabad,flight,4572,1.79,1089.9
Agra,Pune,flight,3662,1.34,1052.1
Agra,Ahmedabad,train,416,10.28,716.1
Agra,Jaipur,train,176,2.8,221.9
Agra,Surat,train,456,16.65,849.4
Agra,Surat,flight,3173,1.1,849.4
Agra,Lucknow,train,184,3.47,293.4
Agra,Lucknow,flight,1810,0.53,293.4
Agra,Kanpur,train,160,2.75,244.4
Agra,Kanpur,flight,1699,0.32,244.4
Agra,Nagpur,train,387,14.85,679.5
Agra,Indore,train,321,9.73,540.9
Agra,Thane,flight,4248,1.32,1023.1
Agra,Bhopal,train,277,4.9,439.6
Agra,Visakhapatnam,flight,4794,1.69,1182.9
Agra,Pimpri-Chinchwad,flight,3541,1.75,1043.3
Agra,Patna,train,446,8.21,731.5
Agra,Vadodara,train,389,12.65,728.4
Agra,Ghaziabad,train,138,3.7,174.7
Agra,Ludhiana,train,305,9.93,463.9
Agra,Ludhiana,flight,2163,0.69,463.9
Agra,Nashik,train,551,16.14,906.5
Agra,Nashik,flight,3203,1.56,906.5
Agra,Faridabad,train,117,2.64,152.9
Agra,Meerut,train,159,2.74,203.2
Agra,Rajkot,flight,3445,1.49,906.9
Agra,Kalyan,train,513,14.01,1013.4
Agra,Kalyan,flight,4381,1.52,1013.4
Agra,Vasai-Virar,train,521,15.56,1013.6
Agra,Vasai-Virar,flight,3752,1.47,1013.6
Agra,Varanasi,train,311,11.78,536.6
Agra,Varanasi,flight,2530,0.72,536.6
Agra,Srinagar,flight,3127,1.41,827.0
Agra,Dhanbad,flight,3388,1.5,924.9
Agra,Jodhpur,train,319,9.11,505.9
Agra,Amritsar,train,341,6.88,581.2
Agra,Nanded,train,522,12.03,894.9
Agra,Nanded,flight,3473,1.16,894.9
Agra,Gwalior,train,110,1.29,108.0
Agra,Gwalior,flight,1059,0.17,108.0
Agra,Kolhapur,flight,4616,1.64,1227.2
Agra,Bhubaneswar,train,570,20.8,1103.2
Agra,Bhubaneswar,flight,4606,2.15,1103.2
Agra,Solapur,flight,3867,1.56,1080.0
Agra,Mangalore,flight,6210,2.42,1619.5
Agra,Tiruchirappalli,flight,5797,2.88,1823.5
Agra,BiharSharif,train,481,11.49,780.8
Agra,Aligarh,train,95,1.04,80.5
Agra,Tirunelveli,flight,7011,3.49,2053.1
Agra,Bhiwandi,train,578,19.59,1012.6
Agra,Bhiwandi,flight,3659,2.02,1012.6
